	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9	Y10	Y11	Y12	Y13	Y14	Y15	SRR1646026	SRR1646027	SRR1646028	SRR1646029	SRR1646037	SM01	SM02	SM03	SM05	SM11	SM18	SM20	SM23	SM24	SM25	SM28	SM29	SM30	SM31	SM32	SM33	SM34	SM37	SM39	SM40	SM41	SM42	SM43	SM44	HC02	HC07	HC09	HC11	HC12	HC53	HC61	HC64	HC67	HC70	HC72	HC74	SRS012849_HMP	SRS012969_HMP	SRS013951_HMP	SRS014287_HMP	SRS014459_HMP	SRS016095_HMP	SRS016438_HMP	SRS017247_HMP	SRS017916_HMP	SRS022071_HMP	SRS023346_HMP	SRS043667_HMP	SRS045528_HMP	SRS045645_HMP	SRS045739_HMP	SRS047014_HMP	SRS047044_HMP	SRS049959_HMP	SRS053649_HMP	SRS074964_HMP	SRS075078_HMP	SRS075341_HMP	SRS075963_HMP	SRS077335_HMP	SRS077753_HMP	SRS077849_HMP	SRS078242_HMP	SRS078419_HMP	SRS078665_HMP	SRS098571_HMP	SRS098717_HMP	SRS101376_HMP	SRS104197_HMP	SRS104400_HMP	SRS140492_HMP	SRS140513_HMP	SRS142712_HMP	SRS142890_HMP	SRS143991_HMP	SRS145497_HMP	SRS146813_HMP	SRS147445_HMP	SRS147919_HMP	SRS148424_HMP
Pyrolobus	0.032232070910556	0.0272281720820476	0	0.00165046460578653	0	0.00835631319461853	0	0.0018028412778539	0	0.0308047747400847	0.0244708185488805	0	0	2.87769784172662	0.016214025131739	0	0	0	0	0	0.0119817876827223	0.0031803243930881	0.00131936564899596	0	0	0.00108108108108108	0	0	0	0	0	0.000261821913970556	0.0327439423706614	0	0.00110326323198757	0	0.00649730361899812	0.00199664563533264	0.00323454493995876	0.000227721960594992	0	0.00263664407941572	0	0	0.0041649312786339	0.0134048257372654	0.114678899082569	0	0	0	0.0200601805416249	0	0	0	0	0	0.0319488817891374	0.199054491166957	0.00842176183257537	0.0585480093676815	0	0	0.156058410433619	0	0.00514911610666476	0.0345841258862182	0	0.127366901587841	0.0789622109419064	0.802445548337791	0.0709483428494206	0.0237051084508712	0	0.00737952918603793	0.0387920166029831	0.214067278287462	0.116009280742459	0.0992260369120857	0.0346212435950699	0.00751590082768858	0.0423370025402202	0.100726670983524	0.146148974521362	0.0538050964187328	0.041219171494653	0.0397732922342647	0.0016556017284482	0.0859691227567432	0.0785938839668477	0.00837450799765514	0.154978690430066	0.0294781386848165	0.0940670563730431	0.0216700757395574	0.31166518254675	0.106181266590823	0.0154659902873581	0.030494777769307	0.0510870182210365	0.362995229205559
Acidianus	0	0	0	0.00165046460578653	0	0	0	0.00721136511141559	0	0.00385059684251059	0.0122354092744402	0	0	0	0	0	0	0	0	0	0.00299544692068057	0.0180218382274992	0	0	0	0.00216216216216216	0	0	0.134952766531714	0.451030927835052	0	0.00130910956985278	0	0	0.000661957939192544	0.00683854202284073	0.0259892144759925	0.00199664563533264	0.00080863623498969	0.00113860980297496	0	0.00263664407941572	0.0357589844448418	0.0634920634920635	0	0.0134048257372654	0	0	0	0	0.0200601805416249	0	0	0	0	0	0	0	0.126326427488631	0	0.14446691707599	0.0361663652802893	0	0	0	0.0172920629431091	0	0.135858028360363	0	0.0382116927779901	0.0168924625831954	0.0474102169017423	0.446713465220166	0.0147590583720759	0.00969800415074578	0.0713557594291539	0.0193348801237432	0	0	0.000626325068974048	0	0	0.00974326496809081	0.0172176308539945	0.00457990794385033	0.00497166152928309	0	0	0	0	0	0	0	0.00105707686534426	0	0.0265453166477057	0.0309319805747162	0	0.0170290060736788	0.010371292263016
Metallosphaera	0	0	0.00778089013383131	0.00825232302893265	0	0	0	0.00721136511141559	0	0	0	0	0	0	0	0	0	0	0	0	0.0089863407620417	0.00212021626205873	0	0	0.000669021622778848	0.00216216216216216	0.00114937244264632	0	1.30454340980657	0.0859106529209622	0.0188777195714758	0.000654554784926389	0.0327439423706614	0.0065470734581642	0.00110326323198757	0	0.058475732570983	0	0.00485181740993814	0.00113860980297496	0	0.00527328815883144	0.0536384766672627	0	0.00832986255726781	0	0.114678899082569	0.0230043708304578	0.0293427230046948	0	0	0	0.003573087504913	0.0104445914423981	0.22264631043257	0.0267630135153218	0.000998402555910543	0.00829393713195654	0.0842176183257538	0	0	0.0361663652802893	0	0	0	0.224796818260418	0	0	0	0.15284677111196	0	0	0	0	0.0310336132823865	0	0	0	0	0	0	0.0719476221310886	0	0.00215220385674931	0	0.00994332305856617	0.00269035280872833	0.00358204678153097	0.0142897970848814	0	0	0	0	0	0.0667853962600178	0	0	0	0	0
Sulfolobus	0	0.00453802868034126	0.00778089013383131	0.00660185842314612	0	0.0250689395838556	0	0.070310809836302	0	0.0693107431651906	0	0	0.0178858880343409	0	0	0	0	0	0	0	0.0509225976515696	0.0381638927170571	0.00791619389397578	0	0.0113733675872404	0.0108108108108108	0.00344811732793895	0.015159240935463	0.269905533063428	0	0.00471942989286894	0.00314186296764667	0.22920759659463	0.104753175330627	0.0200793908221738	0.0263772335166714	0.0779676434279774	0.0119798738119958	0.0291109044596288	0.0209504203747393	0.0446378752371387	0.0158198644764943	0.214553906669051	0.666666666666667	0	0.0134048257372654	0.229357798165138	0	0.0880281690140845	0.0826958858796775	0.140421263791374	0	0.003573087504913	0.0313337743271942	0	0.00669075337883046	0.0758785942492013	0.306875673882392	0.757958564931784	0.175644028103044	0.0288933834151979	0.0361663652802893	0.0836027198751533	0.112739571589628	0.0448661836555248	0.242088881203528	0	0.0679290141801817	0.0338409475465313	2.25448987390141	0.0641913578161424	0.0118525542254356	0.382897255902999	0.295181167441517	0.0213356091316407	0.112130479102956	0.145011600928074	0.0529205530197791	0.0276969948760559	0.0438427548281834	0.0153952736509891	0.223037628606375	0.126662444585181	0.06241391184573	0.0297694016350271	0.0149149845878493	0.00269035280872833	0.218504853673389	0.0357244927122035	0.0018610017772567	0.0871755133669121	0.149355902669737	0.0873479809178257	0.150104914878885	0.155832591273375	0.0948047023132347	0.0185591883448297	0.0838606388655943	0.0113526707157859	0.186683260734287
Thermofilum	0	0	0	0	0	0.0167126263892371	0	0.00901420638926949	0	0.00385059684251059	0	0	0	0	0	0	0	0	0	0	0.0089863407620417	0.0031803243930881	0.00791619389397578	5.70953436807095	0.0013380432455577	0.00972972972972973	0.00459748977058526	0.00275622562462963	0.224921277552857	0.279209621993127	0.00707914483930341	0.000392732870955833	0.261951538965291	0.0589236611234778	0.000882610585590058	0.0029308037240746	0.0259892144759925	0.0119798738119958	0.00566045364492783	0.000455443921189984	0.0948554848789198	0.0237297967147415	0.0536384766672627	0.0317460317460317	0	0.0670241286863271	0.344036697247706	0.0920174833218311	0.0586854460093897	0	0.140421263791374	0.179565451607111	0.00714617500982599	0.00696306096159872	0.0318066157760814	0.0200722601364914	0.00998402555910543	0.182466616903044	0.446353377126495	0.0585480093676815	0.0866801502455938	0.180831826401447	0.00557351465834355	0	3.27969178768456e-05	0.0345841258862182	0	0.0169822535450454	0.0225606316976875	0.0382116927779901	0.00675698503327815	0.272608747185018	1.531589023612	0.0221385875581138	0.00775840332059662	0	0.024168600154679	0.00661506912747238	0.013848497438028	0.000313162534487024	0	0	0.0048716324840454	0.027978650137741	0	0.233668091876305	0.000413900432112051	0.0214922806891858	0.0643040868819663	0.0344285328792489	0	0	0	0.00898515335542624	0.274562184624518	0	0.0525843669770175	0	0.170290060736788	0.134826799419208
Caldivirga	0	0	0	0	0	0.0167126263892371	0	0	0	0.0115517905275318	0	0	0	0	0	0	0	0	0	0	0.00299544692068057	0.00106010813102937	0	0	0	0.00108108108108108	0	0	0	0	0.00235971494643447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00829393713195654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyrobaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00299544692068057	0.00106010813102937	0	0	0	0.00108108108108108	0	0	0	0	0	0	0	0	0	0	0	0	0.00161727246997938	0	0	0	0	0	0	0.0402144772117962	0	0	0	0	0	0	0	0.00696306096159872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0221385875581138	0	0	0	0	0	0	0	0	0.0048716324840454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoproteus	0.145044319097502	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0891771382245642	0	0	0	0	0	0	0.00424043252411746	0.00131936564899596	0.110864745011086	0	0.00216216216216216	0.00114937244264632	0.00689056406157408	0	0.0429553264604811	0.0117985747321724	0.00288004105367611	0	0.0130941469163284	0.00397174763515526	0.0127001494709899	0.00649730361899812	0.00199664563533264	0.0080863623498969	0.000683165881784976	0	0	0	0.0952380952380952	0	0.0268096514745308	0	0.0460087416609156	0.0293427230046948	0.0826958858796775	0.0601805416248746	0.0179565451607111	0.0393039625540429	0.0104445914423981	0.0318066157760814	0.0133815067576609	0	0.0331757485278262	0.0421088091628769	0.292740046838407	0.231147067321583	0.0723327305605787	0	0	0.000360766096645302	0.0518761888293273	0	0	0.050761421319797	0.0764233855559801	0.00675698503327815	0.0118525542254356	0.0638162093171666	0.118072466976607	0.00193960083014916	0.0407747196738022	0	0.0264602765098895	0.00692424871901399	0	0.0769763682549457	0.00719476221310886	0.0194865299361816	0.00645661157024793	0.00915981588770066	0.0149149845878493	0.0370440886740286	0	0.0428693912546442	0.0325675311019922	0.154978690430066	0.000327534874275738	0.0134381509104347	0.000528538432672132	0.111308993766696	0.00379218809252939	0	0	0	0.010371292263016
Vulcanisaeta	0	0	0	0.028057898298371	0	0	0	0.0162255715006851	0	0.0115517905275318	0	0.312989045383412	0.125201216240386	0	0	0	0	0	0	0	0.0299544692068057	0.0296830276688222	0.0118742908409637	0.110864745011086	0.00535217298223079	0.0237837837837838	0.00689623465587789	0.0110249024985185	1.39451192082771	0.472508591065292	0.00235971494643447	0.00104728765588222	0.982318271119843	0.0720178080398062	0.000441305292795029	0.00683854202284073	0.168929894093951	0.0159731650826611	0.00242590870496907	0.0029603854877349	0.016739203213927	0.0131832203970786	0.500625782227785	0.19047619047619	0.0374843815077051	0.0402144772117962	0.344036697247706	0.0230043708304578	0.0586854460093897	0.0826958858796775	0.0200601805416249	0.646435625785599	0.017865437524565	0.0522229572119904	0.0954198473282443	0.0936705473036264	0.00199680511182109	0.0165878742639131	0.0168435236651507	0	0.115573533660792	0.831826401446655	0	0	6.55938357536912e-05	0.0518761888293273	0	0	0.0169204737732657	0.22927015666794	0.00337849251663908	0.0829678795780491	0.0638162093171666	0.708434801859641	0	0.0305810397553517	0.00966744006187162	0.0132301382549448	0	0.000313162534487024	0.00769763682549457	0	0.0146148974521362	0.00430440771349862	0	0.0497166152928309	0.000206950216056026	0.0107461403445929	0.0214346956273221	0.00837450799765514	0.0290585044556373	0	0	0.00105707686534426	0.00742059958444642	0.00379218809252939	0	0	0.136232048589431	0.0207425845260319
Archaeoglobus	0.056406124093473	0	0	0.00165046460578653	0	0	0	0.0108170476671234	0	0	0.0244708185488805	0	0	0	0.0405350628293474	0	0	0	0	0	0.302540138988737	0.043464433372204	0.0171517534369475	0	0.00735923785056733	0.107027027027027	0.04367615282056	0.00413433843694445	0.0449842555105713	0.708762886597938	0.0306762943036481	0.00248730818272028	0.294695481335953	0.12439439570512	0.00441305292795029	0.0117232148962984	0.0389838217139887	0.0259563932593243	0.00970363481987628	0.00546532705427981	0.16739203213927	0.00790993223824716	0.160915430001788	0.158730158730159	0.0041649312786339	0.254691689008043	0.458715596330275	0.0690131124913734	0.146713615023474	0.268761629108952	0.0601805416248746	0.215478541928533	0.260835387858649	0.0452598962503917	0.22264631043257	0.0200722601364914	0.00299520766773163	0.107821182715435	0.10948290382348	0.117096018735363	1.53134932100549	0.144665461121157	0	0	0.00052475068602953	1.24502853190386	0	0.0254733803175681	0.705019740552736	0.26748184944593	0.00337849251663908	0.189640867606969	0.1914486279515	0.39111504686001	0.00581880249044747	0.0203873598369011	0.0725058004640371	0.085995898657141	0.00692424871901399	0	0.0346393657147256	0.0575580977048709	0.0633312222925903	0.0322830578512397	0	0.0745749229392463	0.0016556017284482	0.00358204678153097	0.0857387825092884	0.0772315737561529	0.339015885315769	0.00131013949710295	0	0.00898515335542624	0.118729593351143	0.0113765642775882	0.0618639611494324	0.0152473888846535	0.681160242947153	0.134826799419208
Ferroglobus	0.016116035455278	0	0	0.00495139381735959	0	0	0	0.0252397778899546	0	0	0	0	0	0	0.00810701256586948	0	0	0.190114068441065	0	0	0.0119817876827223	0.0296830276688222	0.00395809694698789	0	0.0314440162706059	0.0151351351351351	0.00804560709852421	0.0192935793724074	0	0	0.0235971494643447	0.00392732870955833	0.0982318271119843	0.163676836454105	0.00397174763515526	0.0908549154463126	0.0324865180949906	0.0219631019886591	0.012938179759835	0.00409899529070985	0.0278986720232117	0.0369130171118201	0.0536384766672627	0.253968253968254	0	0	0	0.0230043708304578	0.0880281690140845	0	0.0200601805416249	0	0.003573087504913	0.00348153048079936	0.0318066157760814	0.0133815067576609	0	0.0414696856597827	0.0589523328280276	0.234192037470726	0.0288933834151979	0.108499095840868	0	0	6.55938357536912e-05	0.0518761888293273	0	0	0.00564015792442188	0.22927015666794	0	0	0.0638162093171666	0.546085159766807	0.0155168066411932	0	0	0.00661506912747238	0	0	0.0153952736509891	0.0143895244262177	0.0292297949042724	0.0193698347107438	0	0.0546882768221139	0.000620850648168077	0	0.0214346956273221	0.0018610017772567	0	0	0	0.00105707686534426	0	0.0113765642775882	0.0123727922298865	0	0	0.0414851690520639
Geoglobus	0	0	0.0311235605353252	0	0	0.0334252527784741	0	0.0108170476671234	0	0	0	0	0	0	0	0	0	0	0	0	0.0958543014617781	0.0254425951447048	0.00923555954297174	0.886917960088692	0.00936630271890388	0.0410810810810811	0.00689623465587789	0.052368286867963	1.43949617633828	1.11683848797251	0.0589928736608618	0.00366550679558778	0.425671250818599	0.170223909912269	0.060900130405714	0.00683854202284073	0.123448768760964	0.0419295583419855	0.0533699915093195	0.00182177568475994	0.223189376185694	0.0421863052706515	2.64616484891829	0.857142857142857	0.0583090379008746	0.107238605898123	0.458715596330275	0	0.469483568075117	0.392805457928468	0.501504513540622	0.251391632249955	0.0535963125736949	0.0174076524039968	0.254452926208651	0.0602167804094741	0	5.86381355229327	0.32844871147044	0.175644028103044	0.115573533660792	0	0.00557351465834355	0.112739571589628	0.000393563014522147	1.3314888466194	0	0	0.0225606316976875	1.33740924722965	0.14527517821548	0.0711153253526135	12.252712188896	0.420633163604162	0.0407316174331323	0.0101936799184506	0.00966744006187162	0	0	0	0	1.44614720483488	0.00974326496809081	1.45273760330579	0	0.124291538232077	0	0.182684385858079	0.0071448985424407	0.0548995524290726	0.910499806276637	0.000327534874275738	0	0.0015856152980164	0.0222617987533393	0.0492984452028821	0	0	0	0.010371292263016
Haloarcula	0.48348106365834	0	0.108932461873638	0.179900642030732	0	0	0	0.018028412778539	1.78041543026706	0	2.81414413312125	0.469483568075117	0	0	0.299959464937171	0	0	0.570342205323194	0	0	0.0958543014617781	0.0636064878617619	0.0250679473309233	1.6629711751663	0.00802825947334618	0.0789189189189189	0.06551422923084	0.0261841434339815	1.03463787674314	3.00687285223368	0.0707914483930341	0.00628372593529333	0.949574328749181	0.589236611234778	0.00661957939192544	0.0371235138382782	0.24040023390293	0.283523680217235	0.0760118060890309	0.00933660038439467	0.184131235353197	0.0263664407941572	0.41122832111568	0.19047619047619	0.0583090379008746	0.482573726541555	0.688073394495413	0.460087416609156	0.645539906103286	0.351457514988629	0.621865596790371	0.413000538696355	0.0428770500589559	0.0626675486543885	0.413486005089059	0.0802890405459655	0.0549121405750799	0.223936302562827	1.27168603671888	1.22950819672131	1.61802947125108	3.68896925858951	0.0557351465834355	1.69109357384442	0.00619861747872382	0.726266643610583	0	0.101893521270273	0.236886632825719	0.573175391669851	0.0506773877495861	0.414839397890245	0.638162093171666	0.221385875581138	0.0834028356964137	1.01936799184506	0.932907965970611	0.390289078520871	0.0276969948760559	0.000939487603461072	0.0885228234931876	0.143895244262177	0.54075120572904	0.131284435261708	0.013739723831551	0.303271353286268	0.0455290475323256	0.0931332163198051	1.30751643326665	0.18610017772567	2.53777605579233	0.00393041849130886	0.0268763018208694	0.0771666111701312	0.593647966755714	0.117557830868411	0.300040211574747	0.030494777769307	0.0170290060736788	0.79858950425223
Halomicrobium	0.008058017727639	0	0	0.00165046460578653	0	0	0	0.0144227302228312	0	0	0.0367062278233207	0	0	0	0.0405350628293474	0	0	0.380228136882129	0	6.66666666666667	0.0539180445722502	0.0180218382274992	0.034303506873895	2.32815964523282	0.0240847784200385	0.0227027027027027	0.0195393315249874	0.0220498049970371	0.224921277552857	0.0429553264604811	0.0330360092500826	0.00183275339779389	0.91683038637852	0.0785648814979704	0.00176522117118012	0.0263772335166714	0.10395685790397	0.111812155578628	0.0080863623498969	0.00204949764535493	0.0669568128557081	0.0237297967147415	0.143035937779367	0.476190476190476	0.0041649312786339	0.0938337801608579	0.114678899082569	0.0920174833218311	0.498826291079812	0.0620219144097581	0.200601805416249	0.125695816124978	0.0500232250687819	0.0278522438463949	0.190839694656489	0.0133815067576609	0.0429313099041534	0.514224102181305	0.0505305709954522	0.0585480093676815	0.231147067321583	2.0253164556962	0.100323263850184	0.450958286358512	0.00550988220331006	0.96835552481411	0	0	0.0676818950930626	1.75773786778754	0.0304064326497517	0.272608747185018	0.0638162093171666	0.339458342557745	0.0717652307155187	0	0.531709203402939	0.191837004696699	0.00692424871901399	0	0.00769763682549457	0.266206201885028	0.516393043308813	0.189393939393939	0.00228995397192516	0.288356368698419	0.0169699177165941	0.315220116774725	1.4218348099457	0.206571197275493	3.22549399457575	0.0108086508510994	0.0268763018208694	0.048096997373164	0.126150192935589	0.0606750094804702	0.0525843669770175	0	0.0170290060736788	0.300767475627463
Halorhabdus	0.032232070910556	0	0	0.00165046460578653	0	0	0	0.0198312540563929	0	0	0.0611770463722012	0	0	0	0.00810701256586948	1.11111111111111	0	0.190114068441065	0	0	0.236640306733765	0.0445245415032333	0.034303506873895	1.77383592017738	0.0361271676300578	0.117837837837838	0.0551698772470231	0.0137811281231482	2.51911830859199	2.23367697594502	0.0707914483930341	0.00471279445147	0.523903077930583	0.229147571035747	0.00728153733111798	0.0185617569191391	0.162432590474953	0.0539094321539813	0.0177899971697732	0.00455443921189984	0.0613770784510657	0.0500962375088987	0.0715179688896835	0.285714285714286	0.0791336942940442	0.482573726541555	3.09633027522936	1.15021854152289	0.704225352112676	0.847632830266694	1.26379137412237	0.448913629017777	0.0750348376031729	0.118372036347178	0.954198473282443	0.207413354743744	0.0259584664536741	0.315169611014349	0.496883948121947	2.92740046838408	0.83790811904074	0.578661844484629	0.0167205439750307	0.56369785794814	0.00272214418377819	1.08939996541587	0	0.135858028360363	0.236886632825719	1.18456247611769	0.0574343727828643	0.462249614791988	1.27632418634333	0.236144933953214	0.0581880249044747	1.19266055045872	0.468870843000773	0.793808295296686	0.00692424871901399	0.00626325068974048	0.165499191748133	0.294985250737463	0.292297949042724	0.120523415977961	0.0549588953262039	0.701004275628915	0.00269035280872833	0.318802163556256	0.157187767933695	0.193544184834697	1.41418055017435	0.0117912554739266	0.00671907545521736	0.0665958425166886	0.512021371326803	0.147895335608646	0.111355130068978	0.030494777769307	0.942271669410229	0.985272764986517
