	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9	Y10	Y11	Y12	Y13	Y14	Y15	SRR1646026	SRR1646027	SRR1646028	SRR1646029	SRR1646037	SM01	SM02	SM03	SM05	SM11	SM18	SM20	SM23	SM24	SM25	SM28	SM29	SM30	SM31	SM32	SM33	SM34	SM37	SM39	SM40	SM41	SM42	SM43	SM44	HC02	HC07	HC09	HC11	HC12	HC53	HC61	HC64	HC67	HC70	HC72	HC74	SRS012849_HMP	SRS012969_HMP	SRS013951_HMP	SRS014287_HMP	SRS014459_HMP	SRS016095_HMP	SRS016438_HMP	SRS017247_HMP	SRS017916_HMP	SRS022071_HMP	SRS023346_HMP	SRS043667_HMP	SRS045528_HMP	SRS045645_HMP	SRS045739_HMP	SRS047014_HMP	SRS047044_HMP	SRS049959_HMP	SRS053649_HMP	SRS074964_HMP	SRS075078_HMP	SRS075341_HMP	SRS075963_HMP	SRS077335_HMP	SRS077753_HMP	SRS077849_HMP	SRS078242_HMP	SRS078419_HMP	SRS078665_HMP	SRS098571_HMP	SRS098717_HMP	SRS101376_HMP	SRS104197_HMP	SRS104400_HMP	SRS140492_HMP	SRS140513_HMP	SRS142712_HMP	SRS142890_HMP	SRS143991_HMP	SRS145497_HMP	SRS146813_HMP	SRS147445_HMP	SRS147919_HMP	SRS148424_HMP
Halobiforma	0.048348106365834	0	0	0.0165046460578653	0	0	0	0.0234369366121007	0.29673590504451	0.0231035810550635	0.195766548391044	0.312989045383412	0	0	0.0567490879610863	0	0	0.190114068441065	0	0	0.191708602923556	0.0392240008480865	0.0158323877879516	0.221729490022173	0.0160565189466924	0.0572972972972973	0.0298836835088042	0.052368286867963	1.57444894287	2.40549828178694	0.040115154089386	0.00405823966654361	0.589390962671906	0.425559774780673	0.00706088468472047	0.0351696446888952	0.220908323045936	0.163724942097277	0.0452836291594226	0.00592077097546979	0.18971096975784	0.0342763730324044	0.107276953334525	0.0634920634920635	0.0499791753436068	0.268096514745308	1.37614678899083	0.322061191626409	0.381455399061033	0.268761629108952	0.581745235707121	0.538696354821332	0.0500232250687819	0.0348153048079936	0.286259541984733	0.113742807440118	0.0559105431309904	1.04503607862652	0.538992757284824	0.644028103044497	2.51372435712222	0.650994575045208	0.100323263850184	0.56369785794814	0.00200061199048758	2.68026975618191	0	0.118875774815318	0.253807106598985	2.63660680168131	0.135139700665563	1.01931966338746	2.4888321633695	0.737952918603793	0.0814632348662645	0.326197757390418	1.08758700696056	0.549050737580208	0.020772746157042	0.0231740275520398	0.080825186667693	0.834592416720627	0.36050080381936	0.116219008264463	0.109917790652408	0.407676245401213	0.00269035280872833	0.462084034817495	1.0717347813661	0.274497762145363	0.154978690430066	0.0147390693424082	0.12766243364913	0.0438686899117869	0.140991392104482	0.166856276071293	0.0433047728046027	0.0228710833269803	0.255435091105182	1.13047085666874
Halopiger	0.048348106365834	0	0	0.0148541814520788	0	0	0	0.0216340953342468	0.29673590504451	0.00385059684251059	0.416003915330968	0	0	0	0.0567490879610863	0	0	0.190114068441065	0	0	0.068895279175653	0.0296830276688222	0.0263873129799193	0.16629711751663	0.0120423892100193	0.0302702702702703	0.0494230150337915	0.0110249024985185	0.764732343679712	0.493986254295533	0.0566331587144273	0.00458188349448472	0.360183366077276	0.274977085242896	0.00485435822074532	0.014654018620373	0.0974595542849717	0.0399329127066528	0.0202159058747422	0.0027326635271399	0.0836960160696351	0.0395496611912358	0.107276953334525	0.603174603174603	0.0333194502290712	0.428954423592493	0.229357798165138	0.345065562456867	0.498826291079812	0.744262972917097	1.44433299899699	0.215478541928533	0.0643155750884339	0.0800752010583853	0.22264631043257	0.1538873277131	0.0728833865814696	0.157584805507174	0.202122283981809	1.52224824355972	0.433400751227969	0.108499095840868	0	0.338218714768884	0.00121348596144329	0.622514265951928	0	0.00849112677252271	0.152284263959391	0.343905235001911	0	0.0829678795780491	1.148691767709	0.546085159766807	0.0271544116220882	0.611620795107034	0.0966744006187162	0.0529205530197791	0.00692424871901399	0.00469743801730536	0.080825186667693	0.0287790488524354	0.165635504457544	0.0925447658402204	0.00915981588770066	0.571741075867555	0.0302147315441797	0.128953684135115	1.06458988282366	0.156324149289563	0.503680743897714	0.000327534874275738	0.0134381509104347	0.00581392275939345	0.319085782131196	0.0606750094804702	0.235083052367843	0.0152473888846535	0.0964977010841801	0.788218211989214
Halostagnicola	0	0	0	0.00495139381735959	0	0	0	0.0108170476671234	0	0	0.0489416370977609	0	0	0	0	0	0	0.380228136882129	0	0	0.0149772346034028	0.0328633520619103	0.00659682824497981	0	0.00468315135945194	0.00756756756756757	0.137924693117558	0.0179154665600926	0.224921277552857	0.107388316151203	0.0471942989286894	0.000916376698896944	0.622134905042567	0.0916590284142988	0.000441305292795029	0.014654018620373	0.0259892144759925	0.0439262039773181	0.012938179759835	0.0027326635271399	0.128333891306774	0.00790993223824716	0.232433398891471	0.253968253968254	0.0166597251145356	0.0536193029490617	0	0.138026224982747	0.176056338028169	0.351457514988629	0.521564694082247	0.0538696354821332	0.028584700039304	0.0313337743271942	0.0636132315521628	0.073598287167135	0.00299520766773163	0.0248818113958696	0.117904665656055	0.234192037470726	0.288933834151979	0.361663652802893	0	0.450958286358512	0.000590344521783221	0.3804253847484	0	0	0.0451212633953751	0.420328620557891	0	0.0948204338034846	0.127632418634333	0.0811748210464172	0.00969800415074578	0.0509683995922528	0.0338360402165507	0.0330753456373619	0	0.000313162534487024	0.103918097144177	0.0431685732786531	0.0633312222925903	0.0731749311294766	0.00686986191577549	0.119319876702794	0.00124170129633615	0.0107461403445929	0.0857387825092884	0.0511775488745592	0.0871755133669121	0.00556809286268755	0.12766243364913	0.00739953805740984	0.0371029979222321	0	0.0123727922298865	0.00762369444232675	0.0113526707157859	0.134826799419208
Haloterrigena	0.209508460918614	0.00453802868034126	0.0389044506691565	0.0478634735678093	0.547645125958379	0	0	0.0270426191678085	0.593471810089021	0.107816711590297	0.611770463722011	0.156494522691706	0	0	0.186461289014998	0	0	0	0	3.33333333333333	0.482266954229571	0.0424043252411746	0.0540939916088345	2.16186252771619	0.0147184757011347	0.0551351351351351	0.199990805020459	0.0179154665600926	0.269905533063428	2.9639175257732	0.0566331587144273	0.00471279445147	0.949574328749181	0.883854916852167	0.0200793908221738	0.0283311026660545	0.10395685790397	0.161728296461944	0.0274936319896495	0.0145742054780795	0.0613770784510657	0.0316397289529886	0.160915430001788	3.07936507936508	0.0374843815077051	0.32171581769437	1.03211009174312	0.391074304117782	0.85093896713615	0.682241058507339	0.82246740220662	0.0718261806428443	0.0714617500982599	0.0800752010583853	0.413486005089059	0.1538873277131	0.0778753993610224	1.17773907273783	0.614788613778002	1.34660421545667	2.8026581912742	1.88065099457505	0.139337866458589	1.46561443066516	0.0255815959439396	2.73214594501124	0	0.0424556338626136	0.755781161872532	3.55368742835308	0.0135139700665563	2.51274149579234	0.1914486279515	1.64563500848646	0.133832457280292	1.69215086646279	1.31477184841454	1.16425216643514	0.013848497438028	0.00375795041384429	0.619659764452313	0.791423843441974	0.745359770058947	0.28193870523416	0.233575305136367	1.352291935965	0.032077283488684	0.77730415159222	3.1080308659617	0.719277186909714	3.93258426966292	0.021289766827923	3.29234697305651	0.0449257667771312	0.6233303650935	0.227531285551763	0.238176250425315	0.060989555538614	0.471135834705114	1.32752540966604
Natrialba	0.056406124093473	0.00907605736068252	0.0155617802676626	0.0181551106636518	0	0	0	0.0162255715006851	0.593471810089021	0.00770119368502118	0.134589502018843	2.8169014084507	0	0	0.105391163356303	0	0	0.190114068441065	0	0	0.0389408099688473	0.0466447577652921	0.0171517534369475	0.110864745011086	0.00735923785056733	0.012972972972973	0.0229874488529263	0.0220498049970371	1.57444894287	0.730240549828179	0.0188777195714758	0.00170184244080861	0.22920759659463	0.157129762995941	0.00617827409913041	0.00488467287345766	0.266389448378923	0.0738758885073077	0.0137468159948247	0.00341582940892488	0.117174422497489	0.047459593429483	0.268192383336313	0.317460317460317	0.0249895876718034	0.107238605898123	0.917431192660551	0.138026224982747	0.352112676056338	0.144717800289436	0.0200601805416249	0.0897827258035554	0.0393039625540429	0.00696306096159872	0.127226463104326	0.133815067576609	0.104832268370607	0.0414696856597827	0.34529223513559	0.117096018735363	0.0288933834151979	0.325497287522604	0.0278675732917178	0	0.00649378973961543	1.36607297250562	0	0.00849112677252271	0.428652002256063	1.56667940389759	0.0168924625831954	0.50965983169373	0.319081046585833	0.612500922441148	0.0407316174331323	0.122324159021407	0.439868522815159	0.171991797314282	0.00692424871901399	0.00438427548281834	0.631206219690555	0.129505719835959	0.165635504457544	0.0387396694214876	0.0343493095788775	0.0994332305856617	0.00206950216056026	0.304473976430132	1.10031437553587	0.145158138626022	0.619914761720263	0.00655069748551477	0.0537526036417389	0.035940613421705	0.0296823983377857	0.0303375047402351	0.00927959417241486	0	0.0964977010841801	1.8149761460278
Natrinema	0.008058017727639	0	0	0	0	0	0	0.0270426191678085	0	0	0.0122354092744402	0	0	0	0	0	0	0.190114068441065	0	0	0.0359453630481668	0.0137814057033817	0.0171517534369475	0.277161862527716	0.0167255405694712	0.0183783783783784	0.0149418417544021	0.00551245124925926	0.449842555105713	0.40807560137457	0.0448345839822549	0.00157093148382333	0.392927308447937	0.222600497577583	0.00110326323198757	0.0156309531950645	0.10395685790397	0.0319463301653223	0.010512271054866	0.00113860980297496	0.050217609641781	0.0105465763176629	0.0893974611121044	0.476190476190476	0.0041649312786339	0.160857908847185	0	0.0920174833218311	0.381455399061033	0.537523258217904	0.280842527582748	0	0.014292350019652	0.0243707133655955	0.0318066157760814	0.0334537668941523	0.023961661341853	0.290287799618479	0.193700522149234	0.819672131147541	1.21352210343831	0.325497287522604	0.0222940586333742	1.91657271702368	0.00354206713069933	3.14715545564586	0	0	0.750141003948111	0.802445548337791	0.0304064326497517	0.260756192959583	0.893426930440332	0.309940225813593	0.025214810791939	1.28440366972477	0.125676720804331	0.568895944962625	0.00692424871901399	0.00281846281038322	0.45416057270418	0.194258579753939	0.326399376431042	0.174328512396694	0.0228995397192516	0.25852639952272	0.0364232380258605	0.0608947952860264	0.400114318376679	0.296829783472443	1.91786129407207	0.00884344160544494	3.50735738762346	0.0406974593157541	0.415553576729	0.0379218809252939	0.0587707630919608	0	0.4824885054209	0.124455507156192
Natronobacterium	0.008058017727639	0	0	0	0	0	0	0.0126198889449773	0	0	0.0122354092744402	0	0	0	0	0	0	0	0	0	0.0808770668583753	0.00848086504823492	0.0158323877879516	0.16629711751663	0.00535217298223079	0.0216216216216216	0.00919497954117052	0.00689056406157408	0.134952766531714	0.322164948453608	0.040115154089386	0.00183275339779389	0.720366732154551	0.0916590284142988	0.00176522117118012	0.0087924111722238	0.0129946072379962	0.027953038894657	0.00889499858488659	0.00318810744832989	0.133913625711416	0.0290030848735729	0.0715179688896835	2.50793650793651	0.0249895876718034	0.0804289544235925	0.229357798165138	0.115021854152289	0.205399061032864	0.186065743229274	0.140421263791374	0.0718261806428443	0.017865437524565	0.0174076524039968	0.190839694656489	0.073598287167135	0	0.174172679771087	0.0336870473303015	0.0585480093676815	0.115573533660792	0.108499095840868	0.00557351465834355	0.112739571589628	0.000262375343014765	0.259380944146637	0	0.00849112677252271	0.0169204737732657	0.0382116927779901	0	0.10667298802892	0.0638162093171666	0.0737952918603793	0.00387920166029831	0.0203873598369011	0.159512761020882	0.0330753456373619	0	0.000313162534487024	0.0115464552382419	0.151090006475286	0.0974326496809081	0.0150654269972452	0.00457990794385033	0.124291538232077	0.00641545669773679	0.0573127485044955	0.0285795941697628	0.0958415915287199	0.135606354126308	0.00262027899420591	0.0470335281865215	0.0105707686534426	0	0.0113765642775882	0.0309319805747162	0.00762369444232675	0.0283816767894647	0.0725990458411118
Natronococcus	0.273972602739726	0	2.24089635854342	1.95249962864546	0	0.0167126263892371	0	0.0396625081127858	35.6083086053412	0.0154023873700424	0.562828826624251	0.625978090766823	1.03738150599177	0	0.218889339278476	0	0	0.190114068441065	0	0	0.0359453630481668	0.0296830276688222	0.00659682824497981	2.77161862527716	0.0107043459644616	0.0172972972972973	0.0390786630499747	0.0275622562462963	2.96896086369771	0.644329896907217	0.0165180046250413	0.00314186296764667	0.589390962671906	0.144035616079612	0.00220652646397515	0.0224694952179053	0.0844649470469755	0.0399329127066528	0.0080863623498969	0.00250494156654491	0.0836960160696351	0.0263664407941572	0.0893974611121044	0.126984126984127	0.0208246563931695	0.17426273458445	0.229357798165138	0.0920174833218311	0.616197183098592	0.351457514988629	0.220661985957874	0.107739270964266	0.0535963125736949	0.0139261219231974	0.22264631043257	0.0468352736518132	0.0259584664536741	0.116115119847392	0.21896580764696	0.0585480093676815	0.809014735625542	0.108499095840868	0.00557351465834355	0.112739571589628	0.00101670445418221	0.207504755317309	0	0	0.304568527918782	0.0382116927779901	0.0168924625831954	0.0474102169017423	0.1914486279515	0.0368976459301897	0.00581880249044747	0.0101936799184506	0.164346481051817	0.0396904147648343	0	0.00501060055179239	0.0346393657147256	0.0719476221310886	0.0438446923564086	0.034435261707989	0.00686986191577549	0.134234861290643	0.000620850648168077	0.0358204678153097	0.228636753358102	0.0297760284361072	0.290585044556374	0.000327534874275738	0.00671907545521736	0.00687099962473771	0.10388839418225	0.00379218809252939	0.0123727922298865	0.00762369444232675	0.283816767894647	0.176311968471272
Salinarchaeum	0	0	0	0.0165046460578653	0	0	0	0.00901420638926949	0	0	0.146824911293283	0	0	0	0.00810701256586948	1.11111111111111	0	0.190114068441065	0	0	0.0359453630481668	0.0201420544895579	0.0474971633638547	3.88026607538803	0.013380432455577	0.0237837837837838	0.0390786630499747	0.0110249024985185	1.03463787674314	1.07388316151203	0.0377554391429515	0.00484370540845528	1.21152586771447	0.235694644493911	0.00529566351354035	0.0361465792635867	0.10395685790397	0.027953038894657	0.0299195406946185	0.00318810744832989	0.0613770784510657	0.0290030848735729	0.0357589844448418	0.53968253968254	0	0.268096514745308	0.917431192660551	0.0920174833218311	0.410798122065728	0.248087657639032	0.300902708124373	0.0718261806428443	0.0607424875835209	0.0174076524039968	0.349872773536896	0.107052054061287	0.023961661341853	0.149290868375218	0.252652854977261	0.819672131147541	0.751227968795146	0.433996383363472	0	0.338218714768884	0.00163984589384228	1.17586028013142	0	0	0.197405527354766	0.611387084447841	0.0101354775499172	0.201493421832405	0	0.154970112906797	0.0193960083014916	0.285423037716616	0.222351121423047	0.0529205530197791	0.013848497438028	0.00720273829320155	0.111615733969671	0.0575580977048709	0.112047547133044	0.0946969696969697	0.0160296778034761	0.288356368698419	0.0146934653399778	0.229250994017982	0.328665332952272	0.115382110189915	0.881441301821	0.00196520924565443	0.00671907545521736	0.0576106891612624	0.80884535470466	0.0417140690178233	0.0309319805747162	0.0228710833269803	0.107850371799966	0.425222982783655
Methanobacterium	1.23287671232877	0.0226901434017063	44.3510737628385	13.2565317136774	0.109529025191676	0.133701011113897	0.0868055555555556	0.0594937621691786	0	0.231035810550635	0.599535054447571	0.469483568075117	0	0	1.02148358329955	0	0.862068965517241	0	0	0	0.311526479750779	0.128273083854553	0.0461777977148587	1.33037694013304	0.0709162920145579	0.052972972972973	0.0609167394602547	0.0661494149911112	0.494826810616284	2.14776632302405	0.0731511633394686	0.0290622324507317	2.48853962017027	0.458295142071494	0.0472196663290681	0.0830394388487803	0.123448768760964	0.167718233367942	0.0695427162091133	0.0485047776067333	0.435219283562102	0.16610857700319	0.214553906669051	2.34920634920635	0.0374843815077051	0.201072386058981	1.03211009174312	0.161030595813205	0.234741784037559	0.186065743229274	0.541624874623872	0.287304722571377	0.0464501375638689	0.0522229572119904	0.795165394402036	0.073598287167135	0.210662939297125	0.870863398855437	0.934815563415867	0.936768149882904	3.09159202542618	6.4376130198915	0.195073013042024	4.73506200676437	0.468766347213754	1.24502853190386	0	0.441538592171181	1.28595600676819	1.41383263278563	0.29055035643096	1.20896053099443	8.55137204850032	1.88177994243967	0.108617646488353	0.438328236493374	0.444702242846094	0.357213732883509	0.0415454923140839	0.0297504407762673	0.561927488261104	0.518022879343838	0.282554684074633	0.167871900826446	0.119077606540109	1.80968479665904	0.024420125494611	0.250743274707168	2.20777364961418	0.548065023402097	0.619914761720263	0.674394306133746	0.745817375529127	0.0433401514791148	0.556544968833482	0.439893818733409	0.0804231494942621	0.114355416634901	0.86847930975762	0.985272764986517
Methanobrevibacter	12.5624496373892	99.441822472318	29.1238717709306	73.0660680981696	85.7612267250822	93.4987883345868	97.4826388888889	97.5877983702315	29.673590504451	94.8902579899884	0.562828826624251	79.3427230046948	81.0230727955643	54.6762589928058	10.0121605188488	90	92.2413793103448	85.171102661597	98.2035928143713	63.3333333333333	73.5591900311527	96.247217216156	97.6805551890651	13.1374722838137	96.8154570755727	96.9135135135135	95.7772056457174	97.5304218403319	18.2186234817814	7.56013745704467	95.6652036433999	99.5255786918854	33.16961362148	76.037711143119	94.9547772401208	97.2948681626792	84.3674874926905	94.5371775417299	91.7899163061497	99.2384977637703	87.5292936056244	95.0325625543808	65.2959055962811	24.5396825396825	89.192003331945	60.2680965147453	9.1743119266055	73.8900391074304	47.3298122065728	58.2592516022328	64.8946840521565	69.5995690429161	66.1164111909101	88.3020575845142	67.2709923664122	80.938043623712	2.48801916932907	2.56282657377457	60.2155971029139	8.31381733021077	7.04998555330829	8.10126582278481	0.256381674283803	1.35287485907554	0.097931596780261	2.90506657444233	0	0.322662817355863	0.947546531302876	3.82116927779901	0.239872968681374	57.1293113665995	2.36119974473516	58.6672570290015	0.73510871462653	0.397553516819572	0.309358081979892	5.12006350466362	2.40963855421687	0.0510454931213849	0.53883457778462	1.87783293762141	21.2841623227944	2.16942148760331	0.128237422427809	28.7809485930198	0.0237992748464429	0.132535730916646	0.935981709059731	76.3336403986266	0.774893452150329	0.0890894858030009	0.550964187327824	1.07980401794917	1.46927871772039	0.291998483124763	92.7804757338612	0.121979111077228	0.57898620650508	8.36963285625389
Methanosphaera	0.008058017727639	0.018152114721365	0.334578275754746	0.0924260179240456	0.547645125958379	0.183838890281608	0	0.036056825557078	0.29673590504451	0.231035810550635	0.428239324605408	0	14.6306564120909	0	0.0243210376976084	2.22222222222222	0	0.190114068441065	0	0	0.248622094416487	0.104950704971907	0.0448584320658627	0.16629711751663	0.0501766217084136	0.0367567567567568	0.0275849386235116	0.0482339484310186	1.52946468735942	0.343642611683849	0.0353957241965171	0.0386187323106569	0.45841519318926	1.7742569071625	3.81309838239545	0.0644776819296412	0.298875966473913	0.103825573037297	6.10762948287713	0.0423562846706685	0.100435219283562	0.0632794579059773	0.661541212229573	0.857142857142857	7.75510204081633	21.916890080429	0.573394495412844	2.76052449965493	15.4929577464789	17.9243332644201	1.18355065195587	7.90087987071287	29.4529603029978	5.46252132437419	4.83460559796438	11.7021276595745	0.389376996805112	0.0829393713195654	1.92858345965976	0.175644028103044	0.288933834151979	0.867992766726944	0.00557351465834355	0.338218714768884	0.000163984589384228	0.311257132975964	0	0.0169822535450454	0.174844895657078	1.26098586167367	0.00675698503327815	0.758563470427877	1.40395660497766	0.0221385875581138	0.0271544116220882	0.0305810397553517	0.130510440835267	0.0595356221472514	0.00692424871901399	0.00187897520692214	0.161650373335386	0.129505719835959	0	0.0387396694214876	0.0114497698596258	0.059659938351397	0.00517375540140064	0	0.0142897970848814	0.0381505364337623	0.174351026733824	0.00131013949710295	0.0403144527313042	0.00422830746137705	0	0.0113765642775882	0.00309319805747162	0	0.0227053414315718	0.186683260734287
Methanothermobacter	11.1764705882353	0.10891268832819	4.07718643012761	1.46891349915001	1.53340635268346	0.242333082643937	0.520833333333333	0.0450710319463474	0.29673590504451	0.103966114747786	14.3643704881928	0.312989045383412	0.0178858880343409	10.7913669064748	15.3627888123227	0	0	0	0	0	17.4394919722023	0.0540655146824976	0.0197904847349394	0.221729490022173	0.882439520445301	0.0172972972972973	0.018389959082341	0.0082686768738889	0.67476383265857	33.6554982817869	0.040115154089386	0.00576008210735222	0.949574328749181	0.242241717952075	0.380405162389315	0.0332157755395121	0.292378662854915	0.113808801213961	0.0331540856345773	0.136177732435805	0.122754156902131	0.0290030848735729	0.590023243339889	0.507936507936508	0.0249895876718034	0.201072386058981	1.60550458715596	0.391074304117782	0.762910798122066	0.268761629108952	0.421263791374122	0.538696354821332	0.0857541001179119	0.0417783657695923	0.508905852417303	0.0535260270306437	38.760982428115	25.4209173094468	0.0842176183257538	0.292740046838407	1.4157757873447	1.98915009041591	28.1406755099766	14.4306651634724	36.2609939368338	0.293965070032855	23.5294117647059	27.5027596162011	30.9813874788494	1.03171570500573	36.9776005946147	0.225198530283276	0.701978302488832	0.0221385875581138	4.41841069107978	27.013251783894	28.9394818252127	31.6597208440828	37.6609887827171	27.777516808999	39.7275036563775	31.2756313403842	22.3754079992205	9.84418044077135	93.1667773477753	10.74873222631	64.3021224814159	34.4342157108572	19.0554444126893	5.4127236691511	22.0650910499806	73.2453137947863	25.7542162198481	29.0268021839208	35.1365390323538	33.6556693211983	0.207244269850599	48.1893725699474	34.8754044388943	25.326695706285
Methanothermus	0.008058017727639	0	0.0155617802676626	0.00495139381735959	0	0.0250689395838556	0.0434027777777778	0.0108170476671234	0	0.0269541778975741	0.0978832741955218	0	0	0	0.00810701256586948	0	0	0	0	0	0.0179726815240834	0.0858687586133786	0.0250679473309233	0	0.039472275743952	0.0183783783783784	0.0310330559514505	0.0289403690586111	0.179937022042285	0.150343642611684	0.0259568644107792	0.0263131023540408	0.491159135559921	0.0392824407489852	0.0275815807996893	0.0175848223444476	0.0389838217139887	0.0299496845299896	0.0218331783447216	0.0250494156654491	0.0446378752371387	0.0316397289529886	0.0715179688896835	0.222222222222222	0.00832986255726781	0	0.114678899082569	0	0	0	0	0.0897827258035554	0	0.0139261219231974	0	0	0	0.0663514970556523	0.0168435236651507	0	0	0	0	0	0	0	0	0	0	0.0382116927779901	0	0.0355576626763067	0	0.0442771751162276	0	0	0	0.0661506912747238	0	0	0	0.151090006475286	0	0.00860881542699725	0.00228995397192516	0	0	0	0	0	0.00968616815187912	0	0	0	0	0.00758437618505878	0	0	0	0
Methanocaldococcus	0.040290088638195	0.00907605736068252	0.350140056022409	0.0264074336925845	0.438116100766703	0.150413637503134	0	0.0576909208913247	0.593471810089021	0.138621486330381	0.0489416370977609	0.156494522691706	0	0	0.00810701256586948	0	0	0.190114068441065	0	0	0.068895279175653	0.0604261634686738	0.0488165290128506	0.665188470066519	0.0428173838578463	0.0281081081081081	0.0321824283940968	0.0551245124925926	2.60908681961314	0.77319587628866	0.00707914483930341	0.00772374646213139	0.261951538965291	0.360089040199031	0.022727222578944	0.0859702425728549	0.142940679617959	0.0479194952479834	0.0509440828043505	0.0113860980297496	0.318044861064613	0.168745221082606	1.01913105667799	1.84126984126984	0.0166597251145356	0.0536193029490617	1.72018348623853	0.115021854152289	0	0.0413479429398387	0.160481444332999	0.269348177410666	0.014292350019652	0.0348153048079936	0.381679389312977	0.0468352736518132	0.0069888178913738	0.21564236543087	2.02122283981809	0.0585480093676815	0.14446691707599	0.904159132007233	0	0.338218714768884	0.000491953768152684	1.86754279785578	0	0.101893521270273	0.355329949238579	0.19105846388995	0.0202709550998345	0.545217494370037	0.574345883854499	0.206626817209062	0.00969800415074578	0.0509683995922528	0.323859242072699	0.13891645167692	0	0.000939487603461072	0.18474328381187	0.330959061803007	0.0389730598723632	0.0559573002754821	0.0686986191577549	0.174008153524908	0.00289730302478436	0.00716409356306193	0.771649042583595	0.00930500888628349	0.76520728399845	0.00163767437137869	0	0.0015856152980164	0.0667853962600178	0.0265453166477057	0.0804231494942621	0	0.119203042515752	1.92906036092097
Methanotorris	0	0	0	0	0.657174151150055	0.142057324308515	0.0434027777777778	0.0162255715006851	0	0.219484020023104	0	0	0	0	0	0	0	0.380228136882129	0.598802395209581	0	0.0089863407620417	0.00848086504823492	0.00527746259598385	0.0554323725055432	0.00869728109612503	0.0227027027027027	0.00344811732793895	0.00689056406157408	0.989653621232569	0.0214776632302405	0	0.00130910956985278	0.196463654223969	0.0589236611234778	0.00353044234236023	0.0332157755395121	0.402832824377883	0.0199664563533264	0.0177899971697732	0.00478216117249483	0.111594688092847	0.0290030848735729	0.0893974611121044	0.0317460317460317	0.0041649312786339	0.0134048257372654	0	0	0	0.0206739714699194	0	0.0359130903214222	0.003573087504913	0.0139261219231974	0	0.0200722601364914	0	0	0.00842176183257537	0.0585480093676815	0	0.144665461121157	0.00557351465834355	0	9.83907536305368e-05	0.0518761888293273	0	0	0.0169204737732657	0.0382116927779901	0	0.0355576626763067	0.1914486279515	0.354217400929821	0	0	0	0.00661506912747238	0	0	0.00384881841274729	0	0	0.0322830578512397	0	0	0	0	0	0	0.0678031770631538	0.000655069748551477	0	0.00317123059603279	0.0742059958444642	0.00758437618505878	0	0	0.00567633535789294	0.010371292263016
Methanococcus	0.145044319097502	0.00907605736068252	1.38499844382197	2.2660879037449	5.58598028477547	1.56263056739367	0.173611111111111	0.120790365616211	5.34124629080119	1.73661917597228	0.746359965740854	0.625978090766823	1.53818637095332	0	0.145926226185651	0	0	0.380228136882129	0	3.33333333333333	0.341480948957584	0.313792006784692	0.117423542760641	0.997782705099778	0.282327124812674	0.114594594594595	0.0965472851822905	0.190179568099445	4.8582995951417	3.99484536082474	0.101467742696682	0.060349951170213	4.97707924034054	0.916590284142988	0.0937773747189437	0.186594503766083	2.73536482359821	0.343423049277214	0.122104071483443	0.0473661678037583	2.29885057471264	0.58533498563029	1.16216699445736	4.73015873015873	0.0624739691795085	0.764075067024129	4.01376146788991	0.41407867494824	0.498826291079812	0.640893115567501	0.320962888665998	0.969653438678398	0.167935112730911	0.167113463078369	0.477099236641221	0.167268834470761	0.00998402555910543	0.62204528489674	1.99595755432036	9.01639344262295	3.81392661080613	1.84448462929476	0.0222940586333742	1.24013528748591	0.0015086582223349	1.83295867196957	0	0.517958733123886	0.77834179357022	5.88460068781047	0.0135139700665563	1.71862036268816	3.12699425654116	0.309940225813593	0.00969800415074578	0.101936799184506	0.111175560711524	0.44320963154065	0.0761667359091539	0.013465988982942	0.542683396197367	0.561191452622491	0.954839966872899	0.107610192837466	0.0778584350454556	0.760664213980312	0.01614211685237	0.225668947236451	3.08659617033438	0.0809535773106663	0.55211158465711	0.0160492088395112	0.073909830007391	0.0216700757395574	3.74740279014544	0.0341296928327645	0.160846298988524	0	1.07282738264177	0.528935905413815
Methanothermococcus	0	0.00453802868034126	0.00778089013383131	0.00825232302893265	0	0	0.303819444444444	0.00721136511141559	0	0.188679245283019	0.0122354092744402	0.156494522691706	0.214630656412091	0	0	0	0	0	0	0	0.0359453630481668	0.0254425951447048	0.00923555954297174	0	0.0468315135945194	0.00648648648648649	0	0.00413433843694445	1.259559154296	1.41752577319588	0.00235971494643447	0.00288004105367611	0.0654878847413229	0.032735367290821	0.00176522117118012	0.00976934574691533	0.0129946072379962	0.0179698107179938	0.0153640884648041	0.00364355136951987	0.033478406427854	0.0210931526353258	0.0715179688896835	0.507936507936508	0	0.0804289544235925	0.114678899082569	0.253048079135036	0.0880281690140845	0.0206739714699194	0.0200601805416249	0.0538696354821332	0.003573087504913	0.0208891828847962	0.0954198473282443	0.0401445202729827	0.000998402555910543	0.0414696856597827	0.362135758800741	0.292740046838407	0.924588269286333	1.30198915009042	0	0	9.83907536305368e-05	0.0345841258862182	0	0	0.0394811054709532	0.11463507833397	0	0.0711153253526135	0.0638162093171666	0.0295181167441517	0.00193960083014916	0	0	0.0992260369120857	0	0.000313162534487024	0	0.0719476221310886	0.141277342037317	0	0	0.323157999403401	0.000206950216056026	0.0429845613783716	0.235781651900543	0.000930500888628349	0.184037194885703	0.00491302311413608	0.00671907545521736	0	0.0890471950133571	0.00758437618505878	0.00309319805747162	0	0.0113526707157859	0.0311138767890479
